,source,target
666,Goethe,Wilster
666,Goethe,Byron
666,Goethe,Georg Krohn
666,Goethe,Julians
666,Goethe,Winkelmann
666,Goethe,Lessing
666,Goethe,Schiller
666,Goethe,Gregor
666,Goethe,Basilios
666,Goethe,Markos
666,Goethe,Kyrillos
666,Goethe,Ammianus Marcellinus
666,Goethe,Ursulos
666,Goethe,Ammian
667,Byron,Horats
667,Byron,Molbech
667,Byron,Dante
667,Byron,Meisling
667,Byron,Wilster
667,Byron,Goethe
667,Byron,Georg Krohn
667,Byron,herr Bjørnsons
667,Byron,Herr Loranges
667,Byron,Friele
667,Byron,Harald Hårfagers
667,Byron,Adolf Strodtmann
667,Byron,Tennyson
667,Byron,Mr: Edmund Gosse
667,Byron,Riddervold
668,Georg Krohn,Horats
668,Georg Krohn,Molbech
668,Georg Krohn,Dante
668,Georg Krohn,Meisling
668,Georg Krohn,Wilster
668,Georg Krohn,Goethe
668,Georg Krohn,Byron
669,Dr. Adolf,Byrons
669,Dr. Adolf,Tennysons
669,Dr. Adolf,Dr: Strodtmann
670,Byrons,Dr. Adolf
670,Byrons,Tennysons
670,Byrons,Dr: Strodtmann
671,Tennysons,Dr. Adolf
671,Tennysons,Byrons
671,Tennysons,Dr: Strodtmann
672,Dr: Strodtmann,Dr. Adolf
672,Dr: Strodtmann,Byrons
672,Dr: Strodtmann,Tennysons
673,Steffens,Brandes
674,Herr Loranges,herr Bjørnsons
674,Herr Loranges,Friele
674,Herr Loranges,Harald Hårfagers
674,Herr Loranges,Adolf Strodtmann
674,Herr Loranges,Byron
674,Herr Loranges,Tennyson
674,Herr Loranges,Mr: Edmund Gosse
674,Herr Loranges,Riddervold
675,Friele,herr Bjørnsons
675,Friele,Herr Loranges
675,Friele,Harald Hårfagers
675,Friele,Adolf Strodtmann
675,Friele,Byron
675,Friele,Tennyson
675,Friele,Mr: Edmund Gosse
675,Friele,Riddervold
675,Friele,Maurer
675,Friele,L: Daae
675,Friele,Bjørnson
675,Friele,Josephsons
675,Friele,Sigurd
675,Friele,Lutz
676,Harald Hårfagers,herr Bjørnsons
676,Harald Hårfagers,Herr Loranges
676,Harald Hårfagers,Friele
676,Harald Hårfagers,Adolf Strodtmann
676,Harald Hårfagers,Byron
676,Harald Hårfagers,Tennyson
676,Harald Hårfagers,Mr: Edmund Gosse
676,Harald Hårfagers,Riddervold
676,Harald Hårfagers,"Herr 
"
676,Harald Hårfagers,Lorange
676,Harald Hårfagers,Gjertsen
676,Harald Hårfagers,Løkke
677,Adolf Strodtmann,herr Bjørnsons
677,Adolf Strodtmann,Herr Loranges
677,Adolf Strodtmann,Friele
677,Adolf Strodtmann,Harald Hårfagers
677,Adolf Strodtmann,Byron
677,Adolf Strodtmann,Tennyson
677,Adolf Strodtmann,Mr: Edmund Gosse
677,Adolf Strodtmann,Riddervold
677,Adolf Strodtmann,Mr: Edmund Gosse
677,Adolf Strodtmann,Chr: Hammer
677,Adolf Strodtmann,H. C. Andersen
677,Adolf Strodtmann,G: Brandes
677,Adolf Strodtmann,Julian
677,Adolf Strodtmann,Jonas Lie
677,Adolf Strodtmann,Brandes
677,Adolf Strodtmann,P. Hansen
677,Adolf Strodtmann,Ladislaus Bolski
677,Adolf Strodtmann,Stuart Millske
677,Adolf Strodtmann,Hegel
677,Adolf Strodtmann,Cicero
677,Adolf Strodtmann,Seneca
677,Adolf Strodtmann,Paul Heyse
677,Adolf Strodtmann,Bjørnsons
677,Adolf Strodtmann,Emma Klingenfeld
677,Adolf Strodtmann,Theodor Ackermann
677,Adolf Strodtmann,Wilhelm Lange
677,Adolf Strodtmann,Ph. Reclam
677,Adolf Strodtmann,W. Lange
677,Adolf Strodtmann,Emil Jonas
677,Adolf Strodtmann,P. F. Siebold
677,Adolf Strodtmann,Julie Ruhkopf
677,Adolf Strodtmann,Alfred von Wolzogen
677,Adolf Strodtmann,L. Passarge
678,Tennyson,herr Bjørnsons
678,Tennyson,Herr Loranges
678,Tennyson,Friele
678,Tennyson,Harald Hårfagers
678,Tennyson,Adolf Strodtmann
678,Tennyson,Byron
678,Tennyson,Mr: Edmund Gosse
678,Tennyson,Riddervold
679,Mr: Edmund Gosse,herr Bjørnsons
679,Mr: Edmund Gosse,Herr Loranges
679,Mr: Edmund Gosse,Friele
679,Mr: Edmund Gosse,Harald Hårfagers
679,Mr: Edmund Gosse,Adolf Strodtmann
679,Mr: Edmund Gosse,Byron
679,Mr: Edmund Gosse,Tennyson
679,Mr: Edmund Gosse,Riddervold
679,Mr: Edmund Gosse,Adolf Strodtmann
679,Mr: Edmund Gosse,Chr: Hammer
679,Mr: Edmund Gosse,H. C. Andersen
679,Mr: Edmund Gosse,G: Brandes
680,Riddervold,herr Bjørnsons
680,Riddervold,Herr Loranges
680,Riddervold,Friele
680,Riddervold,Harald Hårfagers
680,Riddervold,Adolf Strodtmann
680,Riddervold,Byron
680,Riddervold,Tennyson
680,Riddervold,Mr: Edmund Gosse
680,Riddervold,Beyer
680,Riddervold,Oskar
680,Riddervold,Stenersen
680,Riddervold,Jonas Lie
682,Chr: Hammer,Adolf Strodtmann
682,Chr: Hammer,Mr: Edmund Gosse
682,Chr: Hammer,H. C. Andersen
682,Chr: Hammer,G: Brandes
684,Lorange,Harald Hårfagers
684,Lorange,"Herr 
"
684,Lorange,Gjertsen
684,Lorange,Løkke
685,Gjertsen,Harald Hårfagers
685,Gjertsen,"Herr 
"
685,Gjertsen,Lorange
685,Gjertsen,Løkke
685,Gjertsen,Cæsarius
685,Gjertsen,Maximus
685,Gjertsen,Neander
685,Gjertsen,Ammian
685,Gjertsen,Hegel
686,Jakob Løkke,Brand
686,Jakob Løkke,Herr Løkke
687,Herr Løkke,Brand
687,Herr Løkke,Jakob Løkke
688,M. Goldschmidt,Maries
688,M. Goldschmidt,Thomas
688,M. Goldschmidt,H. C. Andersen
688,M. Goldschmidt,Susanna
688,M. Goldschmidt,Sigurd
691,Beyer,Oskar
691,Beyer,Stenersen
691,Beyer,Riddervold
691,Beyer,Jonas Lie
692,Oskar,Beyer
692,Oskar,Stenersen
692,Oskar,Riddervold
692,Oskar,Jonas Lie
692,Oskar,Larsen
692,Oskar,Frøken Marie Thoresen
692,Oskar,J: Herm: Thoresen
692,Oskar,Hall
692,Oskar,Krieger
692,Oskar,Heiberg
692,Oskar,Monrad
692,Oskar,Daae
692,Oskar,Løkke
692,Oskar,Jensen
692,Oskar,Lund
692,Oskar,Hegels
692,Oskar,Sigurd
692,Oskar,Thomas
692,Oskar,Hilmar Tønnesen
692,Oskar,Olaf
692,Oskar,Dina Dorf
692,Oskar,Krapp
692,Oskar,Auner
692,Oskar,Ackermann
693,Stenersen,Beyer
693,Stenersen,Oskar
693,Stenersen,Riddervold
693,Stenersen,Jonas Lie
694,Falsens,Goldschmidt
694,Falsens,Brandes
694,Falsens,Jaabæk
694,Falsens,Bjørnson
694,Falsens,Marie
694,Falsens,Axels
694,Falsens,Susanna
694,Falsens,Sigurd
694,Falsens,Juli måned
694,Falsens,Brandes
694,Falsens,Bjørnson
694,Falsens,Drachmann
694,Falsens,Larsen
694,Falsens,Dorothea
694,Falsens,Hilde
694,Falsens,Sigurds
694,Falsens,Bergliots
694,Falsens,Frøken Riis
694,Falsens,Herman
694,Falsens,Carl Lie
694,Falsens,Dietrichsons
694,Falsens,frøken Cappelen
694,Falsens,Bomhoff
694,Falsens,John Lund
694,Falsens,Blehr
694,Falsens,Sinding
694,Falsens,Eilif Petersen
694,Falsens,Sigurd
694,Falsens,Eilif Peterssen
694,Falsens,Blehrs
694,Falsens,Lina
694,Falsens,Bergliot
694,Falsens,frøken Blehr
694,Falsens,Henrik Anton
695,Axels,Goldschmidt
695,Axels,Brandes
695,Axels,Jaabæk
695,Axels,Bjørnson
695,Axels,Marie
695,Axels,Falsens
695,Axels,Susanna
695,Axels,Sigurd
695,Axels,Susanna
695,Axels,Sigurd
695,Axels,Ording
696,A: Munchs,Løkke
697,Johannes Brun,"Fru Halm


"
697,Johannes Brun,Frøken Parelius
697,Johannes Brun,"Svanhild


"
697,Johannes Brun,Herr Gundersen
697,Johannes Brun,"Anna


"
697,Johannes Brun,Fru Juel
697,Johannes Brun,"Falk


"
697,Johannes Brun,"Lind


"
697,Johannes Brun,Herr Abelsted
697,Johannes Brun,"Guldstad


"
697,Johannes Brun,Herr Wolf
697,Johannes Brun,"Styver


"
697,Johannes Brun,Herr Isachsen
697,Johannes Brun,Fru Gundersen
697,Johannes Brun,Herr Reimers
697,Johannes Brun,Bernick
697,Johannes Brun,herr Gundersen
697,Johannes Brun,Nielsen
697,Johannes Brun,Olaf
697,Johannes Brun,frøken Gjems
697,Johannes Brun,Hilmar Tønnesens
697,Johannes Brun,Reimers
697,Johannes Brun,Hessel
697,Johannes Brun,Wolff
697,Johannes Brun,Herr Isachsen
697,Johannes Brun,Rørlund
697,Johannes Brun,Clausen
697,Johannes Brun,Rummel
697,Johannes Brun,Selmer
697,Johannes Brun,Herr Hammer
697,Johannes Brun,Abelsted
697,Johannes Brun,Bucher
697,Johannes Brun,Dina Dorf
697,Johannes Brun,Juel
697,Johannes Brun,Krap
697,Johannes Brun,Aunes
697,Johannes Brun,Parelius
697,Johannes Brun,Holt
697,Johannes Brun,Lynge
697,Johannes Brun,Døvle
697,Johannes Brun,Stang
697,Johannes Brun,Nils Lund
697,Johannes Brun,Stockmanns
697,Johannes Brun,Reimers
697,Johannes Brun,Juell
697,Johannes Brun,Herr Schancke
697,Johannes Brun,Klausen
697,Johannes Brun,Ellida
697,Johannes Brun,Herr Hansson
697,Johannes Brun,Bolette
697,Johannes Brun,Hilde
697,Johannes Brun,Fallesen
698,"Fru Halm


",Johannes Brun
698,"Fru Halm


",Frøken Parelius
698,"Fru Halm


","Svanhild


"
698,"Fru Halm


",Herr Gundersen
698,"Fru Halm


","Anna


"
698,"Fru Halm


",Fru Juel
698,"Fru Halm


","Falk


"
698,"Fru Halm


","Lind


"
698,"Fru Halm


",Herr Abelsted
698,"Fru Halm


","Guldstad


"
698,"Fru Halm


",Herr Wolf
698,"Fru Halm


","Styver


"
698,"Fru Halm


",Herr Isachsen
698,"Fru Halm


",Fru Gundersen
698,"Fru Halm


",Herr Reimers
699,Frøken Parelius,Johannes Brun
699,Frøken Parelius,"Fru Halm


"
699,Frøken Parelius,"Svanhild


"
699,Frøken Parelius,Herr Gundersen
699,Frøken Parelius,"Anna


"
699,Frøken Parelius,Fru Juel
699,Frøken Parelius,"Falk


"
699,Frøken Parelius,"Lind


"
699,Frøken Parelius,Herr Abelsted
699,Frøken Parelius,"Guldstad


"
699,Frøken Parelius,Herr Wolf
699,Frøken Parelius,"Styver


"
699,Frøken Parelius,Herr Isachsen
699,Frøken Parelius,Fru Gundersen
699,Frøken Parelius,Herr Reimers
700,"Svanhild


",Johannes Brun
700,"Svanhild


","Fru Halm


"
700,"Svanhild


",Frøken Parelius
700,"Svanhild


",Herr Gundersen
700,"Svanhild


","Anna


"
700,"Svanhild


",Fru Juel
700,"Svanhild


","Falk


"
700,"Svanhild


","Lind


"
700,"Svanhild


",Herr Abelsted
700,"Svanhild


","Guldstad


"
700,"Svanhild


",Herr Wolf
700,"Svanhild


","Styver


"
700,"Svanhild


",Herr Isachsen
700,"Svanhild


",Fru Gundersen
700,"Svanhild


",Herr Reimers
701,Herr Gundersen,Johannes Brun
701,Herr Gundersen,"Fru Halm


"
701,Herr Gundersen,Frøken Parelius
701,Herr Gundersen,"Svanhild


"
701,Herr Gundersen,"Anna


"
701,Herr Gundersen,Fru Juel
701,Herr Gundersen,"Falk


"
701,Herr Gundersen,"Lind


"
701,Herr Gundersen,Herr Abelsted
701,Herr Gundersen,"Guldstad


"
701,Herr Gundersen,Herr Wolf
701,Herr Gundersen,"Styver


"
701,Herr Gundersen,Herr Isachsen
701,Herr Gundersen,Fru Gundersen
701,Herr Gundersen,Herr Reimers
701,Herr Gundersen,Herr Bucher
701,Herr Gundersen,Eline Gyldenløve
701,Herr Gundersen,Fru Juel
701,Herr Gundersen,Nils Lykke
701,Herr Gundersen,Herr Reimers
701,Herr Gundersen,Olaf Skaktavl
701,Herr Gundersen,"Hr
 "
701,Herr Gundersen,Johs Brun
701,Herr Gundersen,Nils Stenssøn
701,Herr Gundersen,Jens Bjelke
701,Herr Gundersen,"Bjørn



"
701,Herr Gundersen,"Finn



"
701,Herr Gundersen,Herr Clausen
701,Herr Gundersen,Ejnar Huk
701,Herr Gundersen,Reimers
701,Herr Gundersen,Stockmans
701,Herr Gundersen,Herr Hansson
701,Herr Gundersen,Hovstads
701,Herr Gundersen,Horster
701,Herr Gundersen,H. Brun
701,Herr Gundersen,Schanke
701,Herr Gundersen,Selmer
701,Herr Gundersen,Billing
701,Herr Gundersen,Frøken Gjems
701,Herr Gundersen,Petras
701,Herr Gundersen,Nils Lund
702,"Anna


",Johannes Brun
702,"Anna


","Fru Halm


"
702,"Anna


",Frøken Parelius
702,"Anna


","Svanhild


"
702,"Anna


",Herr Gundersen
702,"Anna


",Fru Juel
702,"Anna


","Falk


"
702,"Anna


","Lind


"
702,"Anna


",Herr Abelsted
702,"Anna


","Guldstad


"
702,"Anna


",Herr Wolf
702,"Anna


","Styver


"
702,"Anna


",Herr Isachsen
702,"Anna


",Fru Gundersen
702,"Anna


",Herr Reimers
703,Fru Juel,Johannes Brun
703,Fru Juel,"Fru Halm


"
703,Fru Juel,Frøken Parelius
703,Fru Juel,"Svanhild


"
703,Fru Juel,Herr Gundersen
703,Fru Juel,"Anna


"
703,Fru Juel,"Falk


"
703,Fru Juel,"Lind


"
703,Fru Juel,Herr Abelsted
703,Fru Juel,"Guldstad


"
703,Fru Juel,Herr Wolf
703,Fru Juel,"Styver


"
703,Fru Juel,Herr Isachsen
703,Fru Juel,Fru Gundersen
703,Fru Juel,Herr Reimers
703,Fru Juel,Herr Bucher
703,Fru Juel,Herr Gundersen
703,Fru Juel,Eline Gyldenløve
703,Fru Juel,Nils Lykke
703,Fru Juel,Herr Reimers
703,Fru Juel,Olaf Skaktavl
703,Fru Juel,"Hr
 "
703,Fru Juel,Johs Brun
703,Fru Juel,Nils Stenssøn
703,Fru Juel,Jens Bjelke
703,Fru Juel,"Bjørn



"
703,Fru Juel,"Finn



"
703,Fru Juel,Herr Clausen
703,Fru Juel,Ejnar Huk
704,"Falk


",Johannes Brun
704,"Falk


","Fru Halm


"
704,"Falk


",Frøken Parelius
704,"Falk


","Svanhild


"
704,"Falk


",Herr Gundersen
704,"Falk


","Anna


"
704,"Falk


",Fru Juel
704,"Falk


","Lind


"
704,"Falk


",Herr Abelsted
704,"Falk


","Guldstad


"
704,"Falk


",Herr Wolf
704,"Falk


","Styver


"
704,"Falk


",Herr Isachsen
704,"Falk


",Fru Gundersen
704,"Falk


",Herr Reimers
705,"Lind


",Johannes Brun
705,"Lind


","Fru Halm


"
705,"Lind


",Frøken Parelius
705,"Lind


","Svanhild


"
705,"Lind


",Herr Gundersen
705,"Lind


","Anna


"
705,"Lind


",Fru Juel
705,"Lind


","Falk


"
705,"Lind


",Herr Abelsted
705,"Lind


","Guldstad


"
705,"Lind


",Herr Wolf
705,"Lind


","Styver


"
705,"Lind


",Herr Isachsen
705,"Lind


",Fru Gundersen
705,"Lind


",Herr Reimers
706,Herr Abelsted,Johannes Brun
706,Herr Abelsted,"Fru Halm


"
706,Herr Abelsted,Frøken Parelius
706,Herr Abelsted,"Svanhild


"
706,Herr Abelsted,Herr Gundersen
706,Herr Abelsted,"Anna


"
706,Herr Abelsted,Fru Juel
706,Herr Abelsted,"Falk


"
706,Herr Abelsted,"Lind


"
706,Herr Abelsted,"Guldstad


"
706,Herr Abelsted,Herr Wolf
706,Herr Abelsted,"Styver


"
706,Herr Abelsted,Herr Isachsen
706,Herr Abelsted,Fru Gundersen
706,Herr Abelsted,Herr Reimers
707,"Guldstad


",Johannes Brun
707,"Guldstad


","Fru Halm


"
707,"Guldstad


",Frøken Parelius
707,"Guldstad


","Svanhild


"
707,"Guldstad


",Herr Gundersen
707,"Guldstad


","Anna


"
707,"Guldstad


",Fru Juel
707,"Guldstad


","Falk


"
707,"Guldstad


","Lind


"
707,"Guldstad


",Herr Abelsted
707,"Guldstad


",Herr Wolf
707,"Guldstad


","Styver


"
707,"Guldstad


",Herr Isachsen
707,"Guldstad


",Fru Gundersen
707,"Guldstad


",Herr Reimers
708,Herr Wolf,Johannes Brun
708,Herr Wolf,"Fru Halm


"
708,Herr Wolf,Frøken Parelius
708,Herr Wolf,"Svanhild


"
708,Herr Wolf,Herr Gundersen
708,Herr Wolf,"Anna


"
708,Herr Wolf,Fru Juel
708,Herr Wolf,"Falk


"
708,Herr Wolf,"Lind


"
708,Herr Wolf,Herr Abelsted
708,Herr Wolf,"Guldstad


"
708,Herr Wolf,"Styver


"
708,Herr Wolf,Herr Isachsen
708,Herr Wolf,Fru Gundersen
708,Herr Wolf,Herr Reimers
709,"Styver


",Johannes Brun
709,"Styver


","Fru Halm


"
709,"Styver


",Frøken Parelius
709,"Styver


","Svanhild


"
709,"Styver


",Herr Gundersen
709,"Styver


","Anna


"
709,"Styver


",Fru Juel
709,"Styver


","Falk


"
709,"Styver


","Lind


"
709,"Styver


",Herr Abelsted
709,"Styver


","Guldstad


"
709,"Styver


",Herr Wolf
709,"Styver


",Herr Isachsen
709,"Styver


",Fru Gundersen
709,"Styver


",Herr Reimers
710,Fru Gundersen,Johannes Brun
710,Fru Gundersen,"Fru Halm


"
710,Fru Gundersen,Frøken Parelius
710,Fru Gundersen,"Svanhild


"
710,Fru Gundersen,Herr Gundersen
710,Fru Gundersen,"Anna


"
710,Fru Gundersen,Fru Juel
710,Fru Gundersen,"Falk


"
710,Fru Gundersen,"Lind


"
710,Fru Gundersen,Herr Abelsted
710,Fru Gundersen,"Guldstad


"
710,Fru Gundersen,Herr Wolf
710,Fru Gundersen,"Styver


"
710,Fru Gundersen,Herr Isachsen
710,Fru Gundersen,Herr Reimers
711,Herr Reimers,Johannes Brun
711,Herr Reimers,"Fru Halm


"
711,Herr Reimers,Frøken Parelius
711,Herr Reimers,"Svanhild


"
711,Herr Reimers,Herr Gundersen
711,Herr Reimers,"Anna


"
711,Herr Reimers,Fru Juel
711,Herr Reimers,"Falk


"
711,Herr Reimers,"Lind


"
711,Herr Reimers,Herr Abelsted
711,Herr Reimers,"Guldstad


"
711,Herr Reimers,Herr Wolf
711,Herr Reimers,"Styver


"
711,Herr Reimers,Herr Isachsen
711,Herr Reimers,Fru Gundersen
711,Herr Reimers,Herr Bucher
711,Herr Reimers,Herr Gundersen
711,Herr Reimers,Eline Gyldenløve
711,Herr Reimers,Fru Juel
711,Herr Reimers,Nils Lykke
711,Herr Reimers,Olaf Skaktavl
711,Herr Reimers,"Hr
 "
711,Herr Reimers,Johs Brun
711,Herr Reimers,Nils Stenssøn
711,Herr Reimers,Jens Bjelke
711,Herr Reimers,"Bjørn



"
711,Herr Reimers,"Finn



"
711,Herr Reimers,Herr Clausen
711,Herr Reimers,Ejnar Huk
713,Wolf,Guldstads
713,Wolf,J: Brun
713,Wolf,Svanhilds
713,Wolf,Reimers
713,Wolf,Falk
713,Wolf,Halm
713,Wolf,Giebelhausen
713,Wolf,Gundersen
713,Wolf,Anna
713,Wolf,Juel
713,Wolf,Lind
713,Wolf,Abelsted
713,Wolf,Styver
713,Wolf,Isachsen
713,Wolf,Frøken Skjære
713,Wolf,Clausen
713,Wolf,Nielsen
713,Wolf,Stråmand
713,Wolf,frøken Parelius
713,Wolf,Nils Lund
713,Wolf,Nora
713,Wolf,Juel
713,Wolf,Helmer
713,Wolf,Reimers
713,Wolf,Gundersen
713,Wolf,Rank
713,Wolf,Hammer
713,Wolf,Linde
713,Wolf,Neelsen
713,Wolf,Isachsen
713,Wolf,Parelius
713,Wolf,Stockmanns
713,Wolf,Hovstads
713,Wolf,Billings
713,Wolf,Horsters
713,Wolf,Petra
713,Wolf,Hjalmar
713,Wolf,Gregers
713,Wolf,Relling
713,Wolf,Kristoffer Janson
713,Wolf,Gina
713,Wolf,Hedvig
713,Wolf,Sørby
713,Wolf,Gundersen
713,Wolf,Hammer
713,Wolf,Bjørn B.
713,Wolf,Ekdal
713,Wolf,Brun
713,Wolf,Klausen
713,Wolf,Selmer
713,Wolf,Isachsen
713,Wolf,Molviks
713,Wolf,Pettersen
713,Wolf,Bucher
713,Wolf,Jensen
713,Wolf,Werle
713,Wolf,Garmann
713,Wolf,van Osten
713,Wolf,Klausen
713,Wolf,Gravdal
713,Wolf,Giskes
713,Wolf,Parelius
713,Wolf,Regina
713,Wolf,Dybwad
713,Wolf,Lous
713,Wolf,Geert
713,Wolf,Ludvig Müller
713,Wolf,Skrams
713,Wolf,Nana
713,Wolf,Wettergreen
713,Wolf,Suzannah
713,Wolf,Sigurd
714,Guldstads,Wolf
714,Guldstads,J: Brun
714,Guldstads,Svanhilds
714,Guldstads,Reimers
714,Guldstads,Falk
714,Guldstads,Halm
714,Guldstads,Giebelhausen
714,Guldstads,Gundersen
714,Guldstads,Anna
714,Guldstads,Juel
714,Guldstads,Lind
714,Guldstads,Abelsted
714,Guldstads,Styver
714,Guldstads,Isachsen
714,Guldstads,Frøken Skjære
714,Guldstads,Clausen
714,Guldstads,Nielsen
714,Guldstads,Stråmand
714,Guldstads,frøken Parelius
715,J: Brun,Wolf
715,J: Brun,Guldstads
715,J: Brun,Svanhilds
715,J: Brun,Reimers
715,J: Brun,Falk
715,J: Brun,Halm
715,J: Brun,Giebelhausen
715,J: Brun,Gundersen
715,J: Brun,Anna
715,J: Brun,Juel
715,J: Brun,Lind
715,J: Brun,Abelsted
715,J: Brun,Styver
715,J: Brun,Isachsen
715,J: Brun,Frøken Skjære
715,J: Brun,Clausen
715,J: Brun,Nielsen
715,J: Brun,Stråmand
715,J: Brun,frøken Parelius
716,Svanhilds,Wolf
716,Svanhilds,Guldstads
716,Svanhilds,J: Brun
716,Svanhilds,Reimers
716,Svanhilds,Falk
716,Svanhilds,Halm
716,Svanhilds,Giebelhausen
716,Svanhilds,Gundersen
716,Svanhilds,Anna
716,Svanhilds,Juel
716,Svanhilds,Lind
716,Svanhilds,Abelsted
716,Svanhilds,Styver
716,Svanhilds,Isachsen
716,Svanhilds,Frøken Skjære
716,Svanhilds,Clausen
716,Svanhilds,Nielsen
716,Svanhilds,Stråmand
716,Svanhilds,frøken Parelius
717,Reimers,Wolf
717,Reimers,Guldstads
717,Reimers,J: Brun
717,Reimers,Svanhilds
717,Reimers,Falk
717,Reimers,Halm
717,Reimers,Giebelhausen
717,Reimers,Gundersen
717,Reimers,Anna
717,Reimers,Juel
717,Reimers,Lind
717,Reimers,Abelsted
717,Reimers,Styver
717,Reimers,Isachsen
717,Reimers,Frøken Skjære
717,Reimers,Clausen
717,Reimers,Nielsen
717,Reimers,Stråmand
717,Reimers,frøken Parelius
717,Reimers,Bernick
717,Reimers,herr Gundersen
717,Reimers,Nielsen
717,Reimers,Olaf
717,Reimers,frøken Gjems
717,Reimers,Hilmar Tønnesens
717,Reimers,Hessel
717,Reimers,Wolff
717,Reimers,Herr Isachsen
717,Reimers,Rørlund
717,Reimers,Clausen
717,Reimers,Rummel
717,Reimers,Selmer
717,Reimers,Johannes Brun
717,Reimers,Herr Hammer
717,Reimers,Abelsted
717,Reimers,Bucher
717,Reimers,Dina Dorf
717,Reimers,Juel
717,Reimers,Krap
717,Reimers,Aunes
717,Reimers,Parelius
717,Reimers,Holt
717,Reimers,Lynge
717,Reimers,Døvle
717,Reimers,Stang
717,Reimers,Nils Lund
717,Reimers,Noras
717,Reimers,Nils Lund
717,Reimers,Nora
717,Reimers,Juel
717,Reimers,Helmer
717,Reimers,Gundersen
717,Reimers,Rank
717,Reimers,Hammer
717,Reimers,Linde
717,Reimers,Neelsen
717,Reimers,Isachsen
717,Reimers,Wolf
717,Reimers,Parelius
717,Reimers,Herr Gundersen
717,Reimers,Stockmans
717,Reimers,Herr Hansson
717,Reimers,Hovstads
717,Reimers,Horster
717,Reimers,H. Brun
717,Reimers,Schanke
717,Reimers,Selmer
717,Reimers,Billing
717,Reimers,Frøken Gjems
717,Reimers,Petras
717,Reimers,Nils Lund
717,Reimers,Stockmanns
717,Reimers,Johannes Brun
717,Reimers,Johannes Rosmer
717,Reimers,Herr Hammer
717,Reimers,Rebekka West
717,Reimers,Constance Bruun
717,Reimers,Kroll
717,Reimers,Madam Helseth
717,Reimers,frøken Parelius
717,Reimers,Ulrik Brendel
717,Reimers,herr Hansson
717,Reimers,Klausen
717,Reimers,Mortensgårds
717,Reimers,Selmer??Men
717,Reimers,Isachsen
717,Reimers,Relling
717,Reimers,Gundersen
717,Reimers,Rebekka West
717,Reimers,Ulrik Brendel
717,Reimers,Krolls
717,Reimers,Johannes Rosmer
717,Reimers,herr Hansson
717,Reimers,Bjørnson
717,Reimers,Hammer
717,Reimers,frøken C. Bruun
717,Reimers,Peder Mortensgård
717,Reimers,Klausen
717,Reimers,Madam Helseth
717,Reimers,frøken Parelius
717,Reimers,Nils Lund
717,Reimers,Wangel
717,Reimers,Gundersen
717,Reimers,Ellida
717,Reimers,Arnholm
717,Reimers,Hanson
717,Reimers,Klausen
717,Reimers,Selmer
717,Reimers,Fallesen
717,Reimers,Bruun
717,Reimers,Heiberg
717,Reimers,Parelius
717,Reimers,Gundersen
717,Reimers,Tesmans
717,Reimers,Ejlert Løvborg
717,Reimers,Fallesen
717,Reimers,Nils Lund
718,Falk,Wolf
718,Falk,Guldstads
718,Falk,J: Brun
718,Falk,Svanhilds
718,Falk,Reimers
718,Falk,Halm
718,Falk,Giebelhausen
718,Falk,Gundersen
718,Falk,Anna
718,Falk,Juel
718,Falk,Lind
718,Falk,Abelsted
718,Falk,Styver
718,Falk,Isachsen
718,Falk,Frøken Skjære
718,Falk,Clausen
718,Falk,Nielsen
718,Falk,Stråmand
718,Falk,frøken Parelius
719,Halm,Wolf
719,Halm,Guldstads
719,Halm,J: Brun
719,Halm,Svanhilds
719,Halm,Reimers
719,Halm,Falk
719,Halm,Giebelhausen
719,Halm,Gundersen
719,Halm,Anna
719,Halm,Juel
719,Halm,Lind
719,Halm,Abelsted
719,Halm,Styver
719,Halm,Isachsen
719,Halm,Frøken Skjære
719,Halm,Clausen
719,Halm,Nielsen
719,Halm,Stråmand
719,Halm,frøken Parelius
720,Giebelhausen,Wolf
720,Giebelhausen,Guldstads
720,Giebelhausen,J: Brun
720,Giebelhausen,Svanhilds
720,Giebelhausen,Reimers
720,Giebelhausen,Falk
720,Giebelhausen,Halm
720,Giebelhausen,Gundersen
720,Giebelhausen,Anna
720,Giebelhausen,Juel
720,Giebelhausen,Lind
720,Giebelhausen,Abelsted
720,Giebelhausen,Styver
720,Giebelhausen,Isachsen
720,Giebelhausen,Frøken Skjære
720,Giebelhausen,Clausen
720,Giebelhausen,Nielsen
720,Giebelhausen,Stråmand
720,Giebelhausen,frøken Parelius
720,Giebelhausen,Hartvig Lassen
720,Giebelhausen,H. J. Preus
720,Giebelhausen,Alfred Larsen
720,Giebelhausen,Samuel Tinsley
721,Anna,Wolf
721,Anna,Guldstads
721,Anna,J: Brun
721,Anna,Svanhilds
721,Anna,Reimers
721,Anna,Falk
721,Anna,Halm
721,Anna,Giebelhausen
721,Anna,Gundersen
721,Anna,Juel
721,Anna,Lind
721,Anna,Abelsted
721,Anna,Styver
721,Anna,Isachsen
721,Anna,Frøken Skjære
721,Anna,Clausen
721,Anna,Nielsen
721,Anna,Stråmand
721,Anna,frøken Parelius
722,Juel,Wolf
722,Juel,Guldstads
722,Juel,J: Brun
722,Juel,Svanhilds
722,Juel,Reimers
722,Juel,Falk
722,Juel,Halm
722,Juel,Giebelhausen
722,Juel,Gundersen
722,Juel,Anna
722,Juel,Lind
722,Juel,Abelsted
